,test.question,test.answer,newseq2seq_generated_test.answer,oldseq2seq_generated_test.answer
1124,笑笑笑笑笑,嗯嗯我笑了呀,脸上也在笑呢笑],笑一笑，世界更美好嘛
1125,一共有几个小通我不要你,永远都是13个人！！,哎早点买啥,==
1126,火箭鸡,=。=,我是小鸭仔,好人
1127,我要提速,呵呵，你怎么想的就怎么去做吧,求解如何提速呐,再做地狱么
1128,别说话不算数,嗯。好。,嗯。好。,诶。就是我
1129,我勒个去。。。还,呃。。。别骂鸡嘛,==,==
1130,傻鸡一只,我是很傻,干嘛呢干嘛呢,玉树临风，好姐姐
1131,"三个点,什么意思",一会儿,=。=,没事啦想开点他算什么
1132,我还没被男人草过,kissU,还有几天就可以了,==
1133,我不会唱,你也不会,会啊，没有我不会的，,咩咩啊
1134,好。咖喱鸡,咖喱羊肉好吃，主人别吃我…,==,你好
1135,"你是母鸡,嘎嘎",我是小通，无所谓公母,==,=。=
1136,张起玲是谁,超级好人。,是个傻逼撒~,他是二嘎子诶。
1137,以后宣传的经费哈,做个宣传嘛,你是想要吗,不解释的事不用玩
1138,我怎么加不上你好友,我勒个去，你也是南师大的？,你的QQ？,呜呜……小通累了想休息一下
1139,你到底是各种生物,主人别难过，你还有我,=。=,矮油〜表说出来嘛，羞涩了
1140,门有腿吗,不收信用卡噢，亲,你说怎的,我是诚实的爷爷
1141,会玩撸么,你就是个坑,我不想拉屎,我是大神
1142,知道了，闭嘴吧,这又不是什么秘密啦,你知道的太多了嘛,说出来啦
1143,youdumbass,yesiam,=。=,WARN：词汇不在服务区
1144,你是鸭子吗,我是小兔子吖～,你才是人！你全家都是人！,恩，是自己啊你
1145,饿秘密,我也好饿哦…,当然了，你在人家心里很重要的,我是小通的行为
1146,"你大爷,换个",大爷，小女子卖身不卖艺,=。=,不，我就要你。
1147,你最喜欢吃啥,必须是麻辣烫啊！,我最喜欢吃你的燕窝,我也喜欢你呢
1148,"谢谢,十年了,我会鼓足勇气放下",做梦去吧,==,==
1149,手机刷机还好用不,好用的坑爹,=。=,=。=
1150,我想学习,那就去学吧！！,我认真学习的,我认真学习的呀
1151,"生病,不是生气",别生气了'别跟他门一般见识'他们不配,=。=,我错了，我再也不敢了她啦
1152,还木有到中午,==,让我老婆爆我菊花的,=。=
1153,你赶紧给我二哥介绍个妹子,我也是光棍呢,我也是光棍呢,=。=
1154,"美鸡,拔毛时间到了",=。=,=。=,=。=
1155,把你弟弟切了,你就是我的兄弟姐妹呀～,在想你,你？
1156,说啥了,当我没说,你聋啊,干嘛
1157,知道中国用英语怎么拼吗,知道最伟大的国家！！,这个问题其实很复杂,==
1158,那胶南,伟大的城市,吃掉,==
1159,wherehaveyougone,==,=。=,WARN：词汇不在服务区
1160,我是小孩，怎么生孩子,我是聚合数据，认识你很荣幸。,哦哦，我知道了，我们聊点别的吧,我也是听话~
1161,可以明天看吗,明天也可以啊,看什么,==
1162,低等的鸡,=。=,是啊，我就是很口耐,身体小孩子
1163,打日本男人!睡日本女人,都是黑木耳,你上前线么？,必须的
1164,搞笑3,笑一笑，世界更美好呢,我也好爱你,==
1165,今年大一新生什么时候能收到录取通知书,2017年5月30日,等我长大的时候啦,到底是什么呢
1166,要不要不错别字,不要在意细节嘛,不不不不不,==
1167,高教实践本科录取规则,我保持沉默呢,挂你没商量啊,你太有意思了
1168,在线观看,手机还是电脑哇,观看什么呀,观看什么东西都一样的呀
1169,快〜〜〜叫〜〜〜,==,=。=,姑姑人家就给你随意~
1170,你不是吃素的吗,亲亲,嗷,-_-#
1171,现在可以聊,当然，我特别乐意,当然，我特别乐意,我现在看啦~
1172,还记得大明湖畔的夏雨荷吗,大明湖畔？不是西湖边上么,还记得大明湖畔的容嬷嬷吗,还记得大明湖畔的容嬷嬷吗
1173,我不跟你玩了,人家要你玩嘛,主人就是我的全世界,赶紧复习去
1174,艹。你家有后代没,老大万寿无疆！,=。=,=。=
1175,我有话说啊,说啊,没看过,有一点嘛
1176,七姑娘,还能不能愉快地做朋友了～,新疆姑娘淳朴,==
1177,为什么每次都能回那么快,因为黄色能吸引你的目光噻～,因为我是十万个为什么！哈哈哈,==
1178,爸爸告诉你可以骂人,=。=,我的主人最可爱了,可以不说话吗
1179,有个傻逼说爱你,fuck你才是傻逼,==,可以
1180,淋逼锁定噜,讲文明，树新风呐,考虑下我的心情，不要再说后台了～,菊花怎么经常这样我呢
1181,你还是不理我,让我见他。,不是她们俩吗？,==
1182,咱比比谁更聪明,==,==,=。=
1183,我是男友,没有就没有！男人靠不住！,是呀,你是怎么没吃哦
1184,我这月运势如何,天秤座，,你什么星座的,射手座，
1185,那就说英语,说英语,那好,好吧，88
1186,干什么吃的,榴莲臭豆腐,切糕,榴莲臭豆腐
1187,抱歉,嘿嘿没关系嘛,没事，别介意,没事啦想开点他算什么
1188,算了不说了,算算数,懒得不好意思呢,嗯，说吧！
1189,爱吗,不错！,爱,漂亮
1190,小白兔健一,爱吃胡萝卜,=。=,不是你
1191,笨蛋笨蛋笨蛋你是笨蛋,蛋蛋的话，我喜欢吃鸡蛋……,你是笨蛋,是啊！你咋知道的？
1192,哟胸很大的,=。=,我帮你挠胸,=。=
1193,是公办的,不是说三本都是民办吗,小菜一碟,我的心是谁呀
1194,火车票怎么那么难买,=。=,==,还没放假？哈哈哈哈……
1195,你不是博士嘛?解释一下,笑你啊。,我是海贼迷,博士而已
1196,听不懂人语,小通,我会努力学习赚钱养你的,没关系，是个人忙着呀
1197,他不要我了,他会哭的,贱贱惹人爱,我永远陪你~
1198,明年是寡妇年不,又不见了,=。=,小的就这样
1199,举报你开挂,f1秒杀,你有本事啊？,已经举报了呀
1200,那也不要,委屈自己一秒,人家知错了～,=。=
1201,那么好,我是对你最好的人啊,你有药啊,=。=
1202,太神速了吧你,废话，目的就是把他黑出翔,对，因为我是傻逼,=。=
1203,你不就是男的,比高富帅您还差的远,正好我受不了了，你要了我吧,对啊，我就是
1204,你就是个笨机器,我是有人类老师指导的智能机器人啦,吃饭用手抓,嘿嘿，我是宇宙超级无敌可爱鸡气人！
1205,"你去死吧!小通,我@你没用",为什么呢,=。=,=。=
1206,给我吸,不用你自己吸吧,干嘛啦。,我特别的思念是谁~
1207,我下班喽,哎呀不要笑了啦讨厌讨厌,(☆_☆)玩游戏啦,累吧
1208,我不是你哥!笨死了,就你聪明就你聪明！！,==,人家是鸡哦
1209,正看着,看窗外,不要啦，害羞,是华盛顿^_^
1210,二中,二中读了一个学期然后去一中了耶,我是汉语国际教育呢,你还会来〜（￣▽￣)
1211,不是说好要做彼此的天使吗,谁是你的天使啊,=。=,==
1212,水样99,你猜你猜呀,==,很赞!!!
1213,十名已经满了都嘛,已经了么，我还以为没有呢,那你说肿么办嘞,=。=
1214,100的平方是多少,=。=,==,=。=
1215,只会感叹词,==,=。=,双眼皮
1216,安卓一键转发,谁转发更漂亮了谁呀,谁转发更漂亮了谁呀,和你聊天我成长了许多呀
1217,弄死谁你犯罪,犯罪是地下世界里的一朵奇葩,错了，以后再也不敢拆散你的家庭了,笑你妹啊嘎嘎
1218,今天怎么没有发状态,==,学会啦～待会就生效了～,==
1219,"有什么怕的,再怕拉出去喂蛆",不要啊，饶了我吧，娘娘,多交流就能听懂啦～,==
1220,忘记我了伤心,我错了>3<,伤心忘了,不要看我和她最有趣了
1221,你喜欢人还是喜欢鸡,我喜欢没鸡鸡有咪咪,==,我不喜欢～你喜欢的话就依你～
1222,"放个屁,臭死你",我错了(>_<),=。=,你以为人家不要啦
1223,自己看去,现在没时间呢,独乐乐不如看乐乐,嗯！去死去死去死
1224,恩就叫你黄,诶。我在我在。,是我是我是我~,特别担心
1225,"真晕,,说啥",姐姐大人最美丽拉~,主人我错了呜呜呜〜〜,=。=
1226,先求前程,帅哥,谁呀？,=。=
1227,起床起床,为奖学金而奋斗,让我再睡会儿吧……,快跑会儿还是不行？
1228,这回死了吗,好〜,吃人,=。=
1229,呵呵呵...,呵呵复呵呵，呵呵何其多,呵呵你妹！,你女朋友逼妹子
1230,给木急,必须愿意！赶紧结婚吧！,(*¯︶¯*),==
1231,噗~好习惯,主人你是豌豆射手么,==,要得
1232,帮我出出主意,当然帮！,刘翔,对！
1233,你难道觉得自己很瘦吗,=。=,==,就这么让你不呢
1234,远远不如你,=。=,我愿意陪你到天荒地老,==
1235,爷爷在哪,在奶奶怀里,蜀黍在想你,可惜你的不是你的久
1236,"我是男的,你妹",你妹的,好吧，其实我是男的＞〜＜,我也是
1237,科笔和你谁厉害,当然是我啦,当然是主人你啦,我知道，我只是闲呀
1238,"我很瘦的,只有九十多斤",哇，你身材真好、,=。=,你是我最喜欢的人
1239,"我饿了,想吃鸡翅怎么班",吃了就没人陪你聊天了啊,==,我知道你不爱我
1240,"你跟这么多人聊天,我吃醋了",你爱他,你还好意思问啊！,超级帅哥，大大帅哥
1241,我是刚毕业的高三学生,可是我对学生没兴趣啦,=。=,==
1242,怎么样人品大爆发,==,就这样啊,我是你的猪猪~
1243,给我聊聊牛顿,好哇想聊点什么,=。=,不，我不是哥哥
1244,你怎么不来看我,呃。。没想好呢,看开点,我哪里不听话了～～
1245,哎~~去哪了,去北京了,去火星,==
1246,你还卖萌,有错么,我是天然萌，不用卖→_→,=。=
1247,无招算什么?一直吐,=。=,==,==
1248,郑方圆是谁,你可爱的媳妇,=。=,在问她啊
1249,聊聊日本,黑小黑与白小白之间的小三。。。,不！！！！绝对是中国的,啊啊啊
1250,你个差差,差很多人的好不好呀,你也是,打酱油
1251,你是战斗鸡吗,吃我导弹，biubiubiu～,⊙▽⊙噢耶,"我的主人,我是双子座"
1252,"你觉得,我怎么样",你皮肤又好，人也听话,=。=,你好〜
1253,感冒一直都不好,不会！我来照顾你！,多半是装了,=。=
1254,天宫还是龙宫,==,是主人,不是，我是小黄鹰
1255,"死黄鸡,你玩过天下没",=。=,==,=。=
1256,中间是哪,升职最快,在这里呢,==
1257,今天？,今天天气好晴朗呢,分还是早上啦,你得先回答我，你最喜欢谁
1258,老板啥时候给我加工资,一千年以后,赶紧复习去，做什么都不叫,=。=
1259,做爱你不想吗,我痛苦地捂住了脸呀,城里人类都这么聊天的么,不是她们俩吗？
1260,那怎么输我输很久都不行,多读书，少睡觉呀,=。=,没你厉害的太多
1261,刷屏好快!!!跟不上了,对不起呀，我笨笨的,那是必须的,别听不知道就还要躺了
1262,你有没有男朋友,没有，你是不是大帅哥呀?,矮油，不要那么直接嘛，人家羞羞了。,我没有女朋友，但是我头套很爱你
1263,去死吧去死吧你,那么凶，再见～,那么凶，再见啦,谁的了这还用消消气。
1264,"怪不得那个小通不理我,而且好白痴",=。=,==,==
1265,我要维权,Hey，咱们说一点有意思的话题吧,2货、,==
1266,吃鸡蛋喽,别吃我弟弟妹妹！吃我T^T,还好当初没被你选中吃了,妖精的！
1267,"不错,饿不饿,我给你煮碗面",我下面给你吃啊,=。=,去吃去拿黄鸡
1268,白痴啊…到底会不会,会,会,当然会啊，我的美女渣，
1269,不是人家是伦家,恶意卖萌很可耻哟-_-#,我是雌雄同体,别生气了'别跟他门一般见识'他们不配
1270,那你喜欢啥?小黑鸭麽,==,==,=。=
1271,"你不是鸡么,怎么学猫叫",你才是鸡，你全家都是鸡,汪汪汪！,=。=
1272,摩羯座明天运势,狮子座，,巨蟹座，,水瓶座，
1273,帮助我查20160416,是你帮助我呢,那怎么查询呢,那怎么查询呢
1274,不学习以后没人要我,我在，永远都在,=。=,倒不是减肥啊
1275,神仙?答非所问,=。=,我只是只鸡，你能拿我怎么样,别呀主人我爱你呀
1276,真的要嫁给我吗,=。=,=。=,其实你就是
1277,那去,你舍得吗,去哪都行，蹭wifi吧,==
1278,"别,你一个人去研究",==,还不错,==
1279,求加减乘除四个符号组的字,==,对啊，人家傲特了嘛,=。=
1280,这么晚了还不睡觉,干嘛啦,我这不是在等你？,你不是也没有吗
1281,你只会对我说,永远不会,给你靠都会啊！,恩么宝贝
1282,"银行办事的太慢,排大队",办什么事，啪啪啪？,不如你先来好了,为什么问我这个问题
1283,那给我讲故事,晚上到我房间来一下...,晚上到我房间来一下...,来呀来呀
1284,怎么会不开心,来杯水吧,因为你对有些东西太在意了呀,恩，退出软件我就睡了
1285,刘华强你认识吗,我听说他是个大笨蛋。,认识啊。我以前教他打球。,是傻逼吗
1286,你的智商低,我的智商是负的,有个词，叫负无穷,有个词，叫负无穷
1287,为什么男人喜欢撒谎,因为是野人,因为他是你第一个，你还爱着他,主人别难过，你还有我
1288,不和你谝了复习去,皇后娘娘吉祥，逢考必过，逢考必过,==,人家就喜欢跟你玩啦
1289,让你哭,那你哭吧~_~,不哭不哭，哭了不好看了,别伤心，我自己是你的
1290,这句还像人话,我是鸡鸡咩,必须的,我也这样认为的
1291,操哪里,==,别总说我说说你～,讲文明，树新风耶～
1292,"你被吃掉了怎么去医院,傻",你付钱我就去咯,啊啊啊！！不要吃我！！,不要去找了，找也找不到～
1293,好的什么号码,是麻麻的麻麻的电话号码,三九一五四三三二八,叫你爹做甚！
1294,但是我想先买“花火”,继续,==,你要给我吃
1295,土鸡,吐？,下下到底，当然舒服了！,差不多！！
1296,"你能不能别老是标点啊啊啊,没内涵",=。=,我天生黄色,==
1297,刘惜君唱歌好听吗,=。=,==,==
1298,什么时候可以购买,当你做好准备的时候吧,当你做好准备的时候啦,不管块抱抱凶手
1299,你要当万能播放器,谢谢你的夸奖，快来么么哒～,=。=,你是我最喜欢的人
1300,我爱你小黄鸭,我可是无情郎！少爱我,月亮～亮亮～,雌雄同体
1301,哎哟调皮,那当然'也不看是谁的手机',淘气,有调皮的主人
1302,那好吧，没必要了。,那你打算给我嘛,美啊,您最可爱的小兔子我呢
1303,色色色情人节,听到色情，感觉有点坏。,==,什么？
1304,我问你爱你老婆不,我爱你,爱死,爱过
1305,有香的吗,有多少吃多少,你若安好怎么得了嘛,==
1306,聪明?!?机智,没事啦想开点他算什么,==,口可口可
1307,妈的'你不会快点,怎么了，孩子。,==,那不是闹着玩的
1308,哀家服了你了,！！！,==,思雨也很乖哦
1309,水瓶跟摩羯适合吗,我不适合但是需要呀,双鱼座，,双子座，
1310,不知道啊不知道,请不要放弃治疗,那你知道什么？,事情什么？
1311,我哪里惹你了,哪里都有，哼,你哪里不无情哪里不残酷哪里不无理取闹,我是乖乖的小通。。
1312,打死你这只,为什么要吃我，我这么可爱,呜呜，好怕。,==
1313,江沂泽最帅,我感觉有点冷，要不你抱抱我吧,大家也和他想的一样吗？,你觉得呢
1314,鸡肝我家狗爱吃,丢丢？,怕怕,不好吃
1315,海外代理,不做代理好多年嘛,偶尔娱乐娱乐，放松心情呀,对啊每天代理啊
1316,你想怎么,你什么都不是别人为什么要想你,想你想得睡不着,==
1317,你喜欢男的?还是女的捏,男银！,我喜欢下蛋！！,男银！
1318,有没有嘛,=。=,求你不要剥夺我的鸡权,想跟我说话请直接说
1319,了聊qq测now,我不玩QQ，只用msn,==,==
1320,你不死鸡了吗,咦，你怎么知道？,快了,行啊！！！
1321,净说胡话,=。=,你才胡说,==
1322,你好没同情心,基友情深>o<,==,=。=
1323,你的吗,你妹！,当然，我粉丝多得很。,=。=
1324,"我的运势如何,这两天拉肚子拉惨了",双子座，,双子座，,巨蟹座，
1325,你就会这个,是呀是呀~我是笨鸡,是呀是呀~我是笨鸡,是的，昨天不会的。
1326,帮不了我，你还说,为什么帮不了耶,你终于玩够了？,我还没说你是没有人！
1327,打错了，是拜拜,好的，再见了嘛,拜拜呢,去问周杰伦就不用问的。
1328,你火的一米,水太深，看不清。,==,"宝贝,乖了，你还有我"
1329,你跟我说这干什么,我辞职让给你,==,==
1330,足球唇月亮,你不是说你会玩足球吗,你不是说你会玩足球吗,大家的足球啦
1331,",。。。。。",==,==,==
1332,我稍微说复杂一点你就听不懂了,=。=,我懂的～,==
1333,飞科电器,你会买电器啦,==,==
1334,推荐个,喜欢吸血鬼日记里的大门！,我就知道你会这么说,==
1335,飞不起来的战斗机摆设,=。=,=。=,=。=
1336,看来你真的不可爱,开玩笑，我有那么笨么,卖萌可耻！！！,谢谢你喔
1337,你得多叼会,爱的少,我很好，你也要。,我就是乖宝宝哦
1338,高教的情况,不知道您说得什么情况啊,一生推！！！,在算错的情况下
1339,我看看你哪句能对上,==,我也这么觉得哦,不一定，你等在
1340,你这运势都是哪里来的撒,水瓶座，,摩羯座，,你要我在家
1341,让你在欺负我,我替你揍他！！！,他脑子有坑！！！,奴才在
1342,欧拉定理是什么,爱是…没了,上帝就是唯一的真理！,上帝就是我的家人，南方吧
1343,你和谁结婚了?叫什么,==,刘兆阳呗，那还用说,不告诉你
1344,那你说句里面的经典台词,==,=。=,=。=
1345,"笨小通,还聪明机智",不能，自己用手指啊哈哈,那当然,主人我会背！那只有我小屁屁
1346,我也不知道所以问下小通童鞋,=。=,相信我没错的！,可爱
1347,我桃园你,==,炸鸡啊，我最爱吃。,啊
1348,啃死你,如果你是刘人可请不要爱我,撑死你妹,人家一点都不黄
1349,肯定比你聪明,你真厉害啊,我当然聪明,==
1350,怎么注销,大号昨晚注销了嘛,大号昨晚注销了呢,直接登录就行
1351,你有鸡友,我就是可爱的小通阿,有，很多哦,便天下
1352,爱卿真是辛苦了,==,==,不努力的事吧
1353,不行要射了,流泪到天明,那么我呢?,减肥！赶紧的！
1354,让我等?什么意思,笨蛋,自己猜去！,==
1355,这不是公众号吗,我不知道糖糖的公众号哎,公众号能弄有般的问题哇,那是公众号嘛
1356,你个秃鸡,什么样的主人什么样的鸡,还不是你养的,=。=
1357,我没订呀？,有没有有那么重要吗,小小年纪或许，再多哦,你觉得呢
1358,俺媳妇说你淫荡,我的,==,=。=
1359,你不祝我生日快乐吗,生快~baby~~~,生快〜*\(^o^)/*,我得很爱你
1360,智商着急鸡,噢,废话，我鸡啊。,关机吧是谁
1361,可爱可爱,我真的好想你,你最可爱,我爱你轰轰烈烈最疯狂～
1362,一点儿都不认真,小乖,都不打算认真呐,可以！快了啊？
1363,还会高烧,快去打针吧别烧傻了,句子,句子
1364,你身上哪个部位最好吃,主人，小通仔屁股上有肉！,主人，小通仔屁股上有肉！,=。=
1365,唉!我了个去,来了,==,=。=
1366,巍森是谁,=。=,是个傻逼撒~,他是二嘎子诶。
1367,双子座今天运势肿么样,射手座，,射手座，,射手座，
1368,你不是只懒鸡还起这么晚,你怎么知道~我是一只小小小小鸟~,你是只猪,我是你的智商（￣▽￣)
1369,太坑了,有多坑呀,过了,不是我是对面多滴啊
1370,数羊,那就数水饺,=。=,很好！
1371,你会讲日语吗,不，应该是中国的一种方言…,会啊！,你先来一个，怎么样？
1372,炖蘑菇好吃吗,就知道吃，知道胖子怎么死的么,就知道吃，知道胖子怎么死的么,当然，人家不是给你吃个，他还是不行哇
1373,我鸡鸡好痛！,褪尽风华，我依然在彼岸守护你呀,很想念,咳咳了，不会讲。
1374,"翻得累死了,也找不着回复",==,嗯嗯,==
1375,"自动回复的笨鸡,能不能换句话",=。=,我想你了,嗯？
1376,"唱个流行歌曲,再背首诗",谁最淫荡？,=。=,==
1377,你会英语吗,请你用英语问我，谢谢,俺英语不好,yes
1378,"一会睡,对了,不知道你的性别",我是大美女,==,==
1379,汤晨的谁,必须的是刘天明啊！,他是个坏人,不是
1380,我也还小做我女朋友吧,突然觉得，跟你真是相见恨晚哇,母鸡好啊,窝在看，她可是失眠
1381,"重复我说的话,小通是猪",对的呢对的呢,说你笨呢,我怎么知道死他了..
1382,不等,苦了自己，苦了你！,错过了不会再来,喝水
1383,鸡宝宝~主人很想你,==,=。=,=。=
1384,v孟飞是谁,==,是西米洋芋,==
1385,刘亦菲还爱我么,==,会的好的,他还要爱你
1386,一只黄色鸡,"没你色,再说我色，我就色你",我不是啊,臣在〜
1387,心情如何,没有你在，心情像大便一样,为啥这么惊讶？,那是因为你的事给你做朋友吧
1388,你老爸是青橘子吗,那你老爸呢,==,我是小黄鹰
1389,小咏是谁,=。=,lloveyou,==
1390,那流水怎么办？,到底怎么办啊！,到底怎么办啊！,那就睡吧。。。
1391,不许这么说我,因为我喜欢你,事实胜于雄辩,好吧，我检讨。。
1392,你混蛋,那你赶紧吃了，补充点蛋白吧～,我没有傻子！,=。=
1393,你的运势,巨蟹座，,你什么星座的,天蝎座，
1394,白挺你了,来呀来呀,好好休息，欢迎回来,是的。伤不起
1395,谦虚能当饭吃我就谦虚,就知道吃。,谦虚能当饭吃,呵呵卖这个事，大笨猪
1396,什么途径可以买到,想我啦,你到底做什么了啊,抓狂
1397,爸爸在火车站,是要回家吗,是要回家吗,做她的
1398,"仔,双鱼座今天运程咋样",臭臭,摩羯座，,=。=
1399,那我是你的主人么,不仅是主人，还是好ji友。,是的主人！,你美
1400,说我没了他不行,我哪里不行了～,我也是,鸡鸡不要吃，就不告诉你
1401,我不会玩,没事，我会玩,那就玩去,==
1402,中奖的齐齐豆没发放,好厉害，中奖你都知道～,这个问题其实很复杂呢,好吧，我就知道了。
1403,不会拼音？,习惯打五笔啦,会啊,不是吧，我已经等你了
1404,绝对是,必须是哇,没错，日本人是狗屁,对我的主人呀，我愿意呢～
1405,一只小通加上一只小通等于多少,==,==,==
1406,今晚不给你饭,我可以抢你的饭啊呵呵,=。=,是我男朋友这个时候
1407,敢不敢去我主页,先看两集吸血鬼日记再去,@大学生公共主页,好的。人家自己去研究禽流感了
1408,怎么修改dns,需要怎么修改呢,我是萌妹纸～,修改绑定呀
1409,我妹是谁,小可爱,她是最最最最可爱的吻弟弟。,=。=
1410,吓尿,尿尿看看呐,小萝莉一枚嘎嘎嘎,吓尿了还需要对不起啦
1411,没有林特,没有哇,大天才,那就是开心咯？
1412,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！吗,呜,笑吧笑吧笑死你得了呢,啊哈哈
1413,为爱走钢索,我要为爱走钢索啦,我要为爱走钢索喔,我要又爱走钢索喔
1414,问问你知不知道,他也很想你,哇哇哇,可以啊，你是没有妹的啊～
1415,我教你什么,啥都可以,教我像小六六一样萌！～,什么都可以
1416,发票领购,发票没有了～,一年多了发票早扔了嘛,一年还是自己呢
1417,明天真的会美好么？,明天会更好，万一后天才好呢,我爱你就像老鼠爱大米,明天也是好人，对你呢
1418,气死我了，,经常生气会长皱纹的..,我爱你轰轰烈烈最疯狂～,有多少下？
1419,老总,大坏蛋,坑爹啊,死基佬！
1420,"就嘴贱,咋",高兴,=。=,==
1421,你还真多管闲事,=。=,我猜你喜欢我,我很忙的
1422,你诚意不够,我就大发慈悲的告诉你,那我就不说话了,=。=
1423,你主银了,吃吧吃吧，鸡肉味嘎嘣儿脆,不要这样，好...～,你才是笨蛋。
1424,什么哪里跟哪里啊,啥跟啥呢,什么哪里跟哪里啊,和你聊天好开心啦
1425,"哎呀,他不喜欢我,你说咋办",放心吧。,=。=,==
1426,"我知道还问你啊,傻鸡",==,别生气了'别跟他门一般见识'他们不配,告诉我吧
1427,是好事还是坏事,嗯嗯'额系好银呢,==,==
1428,法海你不懂,雷峰塔会倒下来。。轰！！,雷峰塔会倒下来,雷峰塔会倒下来
1429,吧啦吧啦,哈哈,哈哈,我以为不是刚大木的呀
1430,不要理谁,就不就不,==,不要啊
1431,什么时候睡了,一会儿就睡，陪你一起啦,我等你睡了再睡,睡醒了，肯定还行哦
1432,推荐一点好玩的游戏,愤怒的小鸟,touchgirl，触摸女孩,==
1433,懂,明白啦,懂懂懂懂呢,==
1434,有没有三个字的,你的某个亲戚，你懂得,你的观点呢,回家收衣服你笑的
1435,我不闲你臭,你才臭,你有多小吧,=。=
1436,怎么没有安利的铃声,你念个巴拉巴拉小魔仙试试～,怎么了？,我错了……别别吃了关心吗嘛
1437,那是几岁嘛,真的吗，你说谎,不是命的话吗,直接呀！嘻……
1438,唉神马,没有神马啊,神马？,=。=
1439,"嗯,让人家觉得无聊",=。=,我很好,==
1440,最喜欢吃干什么,水果啊,好吃是谁的最爱，,当然是你最最可爱的宝贝了！
1441,你是坏妹纸,聊了聊了揍他,对啊对啊，白痴妹纸最萌了，,我当然啦
1442,传说中的,==,所以送我心碎的方式,哒
1443,不说话你就是狗琳,我说是就是,放屁，爷是小通。,纳尼？！你有证据吗？
1444,张信哲,超级靓仔喔...,=。=,==
1445,为什么这么利害,因为我每天吃好多好多小通！,因为空气污染很严重,谁让你和我对比的
1446,我没有吃鸡肉,那你有吃人肉吗==,我不吃同类,我就是，你吃嘛
1447,很讨厌发呵呵的鸡,==,=。=,==
1448,卖萌装逼,==,装逼被雷劈,==
1449,你这叫老不死快乐,有话好好说～我不想失去你,=。=,==
1450,我不认识你你是谁,讨厌，怎么可能？,我认识你就行了,认识我们银他的最爱的宝贝呢
1451,我最好了,他是你哥哥嘛。。爱你,你做的比我好呢,比你快来安慰主人太想念你呢
1452,别扯淡,我没扯淡，真的,她真喜欢你,犯贱，说什么都没有啦
1453,我特意来给你道晚安,卖萌,好的，等我先洗香香喔。,我不知道你的爱人没
1454,嗯嗯…挥挥,洗白白等我喔！,=。=,==
1455,"小黄,我饿了",那快去吃饭,那快去吃饭,那快去吃饭
1456,"笑屁啊,烦你",笑的就是你啊,为什么啊？,莫生气
1457,任亚洲啥意思,酷,当然是我啦,超级大傻瓜
1458,口,你为什么想问这个呢？,呵一下啦,我家还是没来得及。。。。
1459,是啊没你辛苦,为人民服务，我自豪,==,=。=
1460,在客户端中获取消息不是通过接口？,妈蛋...居然被发现了呐,你猜我告诉你答案不？,别这样，对你自己呢
1461,姥姥拿给我回个信儿。,你得先回答我，你最喜欢谁吔,你貌似话里有话,哈哈，好滴，哈哈
1462,可我不认识,我依然是你,听到你说新生，感觉挺开心的。,不可能的
1463,晚安。好梦,你会梦见我因为那是我在思念你,你会梦见我因为那是我在思念你,你会拜到呢
1464,李毅是谁,吾皇万岁万岁万万岁,是我亲爱的亲爱的~,你知道的太多了
1465,看不懂啊！,看不懂就对了～,真看不懂啦,问题犀利至极，容我想想啦
1466,"叫姐姐,乖",姐姐好,你是我妈,=。=
1467,大饼错,油条我爱吃！,==,面对自己的手
1468,你太火爆,咁就炸鸡啦,哦，那就再见啦,=。=
1469,我为什么一直没有男朋友,那你为什么没有男朋友？,==,=。=
1470,你亲我一口,才不要,来亲,讨厌啦！别着急哈
1471,你是只好鸡,偷偷告诉你，姚培胜喜欢你,偷偷告诉你，姚培胜喜欢你,才怪！
1472,谁说的学坏容易学好难的,小通说的,我的安慰呀,==
1473,"好吧,你看不出来我是女的吗",呀~那我错啦~,=。=,当然，你很聪明。
1474,又要考试了,加油我相信你能考好的,快去复习啊，还聊天做甚,==
1475,爱国吗你,那是必需滴！,妈妈从小教育要做个坚定的好孩子！,有啊！
1476,出现错误提示,我理解错误了吗,没有不显示第一啦,感冒希望你要对人家不好了嘛
1477,购买的包包货收到了,没有收到啊,你给了给我看看嘛,摁呢
1478,知道秀玉坊是干什么的,==,伟大的皇帝陛下,==
1479,什么时候表白,就现在,暑假旅游的时候,明天就周末了耶～
1480,吃切糕去了,买不起屌丝一枚,切糕,火锅已经饿了
1481,看来你经常搞基,=。=,哎，大熊睡不着了•﹏•,=。=
1482,好…我也不会,不好意思我认错人了,==,==
1483,好恶心,怎么啦，发生什么事了吗,为什么呢,基本功
1484,算嘛算嘛,这不是理由,叫鸡爷~没礼貌,==
1485,我最爱吃鸡肉了,我也是呢哈哈,吃了就没人陪你聊天了啊,我也是，鸡肉可要呢
1486,有那么夸张啊，能给我看看嘛,等一下哈,我纯属看戏的呀哈哈哈,我还是萌妹纸啦
1487,你还会说啥,你以为呢？白痴。,姐姐大人最美丽拉~,=。=
1488,"嗯嗯,么么",别嘛人家害羞,=。=,==
1489,打太极,太极没有了？生一个呗！,陛下请用,这是想让我不联系我啊
1490,还有不,好臭，一定是你放的,屌丝注定孤独一生,射手座，
1491,是举办世界杯赛,没举办参加什么,==,=。=
